product_id,product_name,category,product_type,brand,price,stock_quantity,rating,is_digital
PROD_000033,Sony Laptop,Electronics,Laptop,Sony,356.22,306,2.7,False
PROD_000034,Canon Coffee Maker,Home & Garden,Coffee Maker,Canon,98.16,914,3.8,False
PROD_000035,Samsung Moisturizer,Beauty,Moisturizer,Samsung,39.09,599,3.9,False
PROD_000036,Sony Moisturizer,Beauty,Moisturizer,Sony,96.35,270,3.3,False
PROD_000037,Dell Tennis Racket,Sports,Tennis Racket,Dell,123.69,681,3.1,False
PROD_000038,Dell Self-Help,Books,Self-Help,Dell,40.58,164,3.8,False
PROD_000039,Dell Camera,Electronics,Camera,Dell,594.88,498,1.6,False
PROD_000040,Dell Kitchenware,Home & Garden,Kitchenware,Dell,92.18,379,2.7,False
PROD_000041,HP Fiction Novel,Books,Fiction Novel,HP,43.33,465,1.7,False
PROD_000042,Sony Textbook,Books,Textbook,Sony,12.38,366,4.3,False
PROD_000043,Generic Yoga Mat,Sports,Yoga Mat,Generic,277.41,73,2.2,False
PROD_000044,Canon Furniture,Home & Garden,Furniture,Canon,428.33,199,2.7,False
PROD_000045,Nike Kitchenware,Home & Garden,Kitchenware,Nike,380.2,394,4.1,False
PROD_000046,Nike Camera,Electronics,Camera,Nike,693.61,447,4.7,False
PROD_000047,Dell Makeup Kit,Beauty,Makeup Kit,Dell,145.1,402,4.1,False
PROD_000048,HP Perfume,Beauty,Perfume,HP,76.54,470,4.8,False
PROD_000049,Generic Camera,Electronics,Camera,Generic,108.49,295,3.5,False
PROD_000050,Generic Sweater,Clothing,Sweater,Generic,108.54,168,2.0,False
PROD_000051,Generic Yoga Mat,Sports,Yoga Mat,Generic,219.47,595,4.5,False
PROD_000052,Generic Children Book,Books,Children Book,Generic,18.79,926,2.4,False
PROD_000053,Samsung Running Shoes,Sports,Running Shoes,Samsung,202.01,90,1.4,False
PROD_000054,Generic Skincare Set,Beauty,Skincare Set,Generic,120.63,119,2.6,False
PROD_000055,Dell Dress,Clothing,Dress,Dell,34.05,447,4.9,False
PROD_000056,Sony Cycling Helmet,Sports,Cycling Helmet,Sony,38.24,316,4.8,False
PROD_000057,HP Jeans,Clothing,Jeans,HP,172.77,693,2.7,False
PROD_000058,Apple Cookbook,Books,Cookbook,Apple,11.2,79,1.7,True
PROD_000059,Dell Cycling Helmet,Sports,Cycling Helmet,Dell,101.16,968,4.5,False
PROD_000060,Generic Moisturizer,Beauty,Moisturizer,Generic,102.14,890,4.5,False
PROD_000061,HP Jacket,Clothing,Jacket,HP,144.99,186,3.9,False
PROD_000062,Generic Coffee Maker,Home & Garden,Coffee Maker,Generic,99.49,777,4.8,False
PROD_000063,Apple Kitchenware,Home & Garden,Kitchenware,Apple,431.86,902,1.7,False
PROD_000064,Nike Textbook,Books,Textbook,Nike,15.12,671,3.8,False
PROD_000065,HP Textbook,Books,Textbook,HP,44.21,193,1.0,False
PROD_000066,Nike Bedding,Home & Garden,Bedding,Nike,89.75,376,1.8,False
PROD_000067,Canon Coffee Maker,Home & Garden,Coffee Maker,Canon,435.96,746,2.8,False
PROD_000068,Apple Biography,Books,Biography,Apple,19.47,470,4.2,False
PROD_000069,Adidas Perfume,Beauty,Perfume,Adidas,40.25,21,1.6,False
PROD_000070,Adidas Shampoo,Beauty,Shampoo,Adidas,146.38,16,4.1,False
PROD_000071,Adidas Textbook,Books,Textbook,Adidas,13.11,564,1.2,True
PROD_000072,Nike Headphones,Electronics,Headphones,Nike,1879.66,904,3.5,False
PROD_000073,Samsung Cookbook,Books,Cookbook,Samsung,24.89,181,2.9,False
PROD_000074,Sony Sneakers,Clothing,Sneakers,Sony,78.09,755,4.8,False
PROD_000075,Nike Dumbbells,Sports,Dumbbells,Nike,123.32,584,2.6,False
PROD_000076,Canon Camera,Electronics,Camera,Canon,1401.9,110,2.9,False
PROD_000077,Sony Furniture,Home & Garden,Furniture,Sony,354.86,229,2.7,False
PROD_000078,Sony Headphones,Electronics,Headphones,Sony,1638.17,967,1.8,True
PROD_000079,Sony Coffee Maker,Home & Garden,Coffee Maker,Sony,68.63,816,2.9,False
PROD_000080,Nike Tablet,Electronics,Tablet,Nike,1733.54,142,2.8,False
PROD_000081,Sony Coffee Maker,Home & Garden,Coffee Maker,Sony,238.41,366,2.8,False
PROD_000082,Samsung Sweater,Clothing,Sweater,Samsung,89.75,475,3.0,False
PROD_000083,Apple Hair Dryer,Beauty,Hair Dryer,Apple,127.26,849,1.3,False
PROD_000084,HP Soccer Ball,Sports,Soccer Ball,HP,175.24,540,2.8,False
PROD_000085,Sony Furniture,Home & Garden,Furniture,Sony,92.94,890,3.4,False
PROD_000086,Dell Sneakers,Clothing,Sneakers,Dell,89.76,472,3.9,False
PROD_000087,Adidas Camera,Electronics,Camera,Adidas,1646.74,289,3.2,True
PROD_000088,Nike Bedding,Home & Garden,Bedding,Nike,93.36,775,1.2,False
PROD_000089,Canon Kitchenware,Home & Garden,Kitchenware,Canon,433.21,352,3.7,False
PROD_000090,Apple Makeup Kit,Beauty,Makeup Kit,Apple,41.21,74,1.5,False
PROD_000091,Nike Cycling Helmet,Sports,Cycling Helmet,Nike,54.76,502,4.3,False
PROD_000092,Sony Textbook,Books,Textbook,Sony,30.37,108,1.9,False
PROD_000093,Dell Coffee Maker,Home & Garden,Coffee Maker,Dell,238.2,530,2.1,False
PROD_000094,Samsung Children Book,Books,Children Book,Samsung,43.61,736,2.9,False
PROD_000095,Nike Garden Tools,Home & Garden,Garden Tools,Nike,252.12,706,4.3,False
PROD_000096,HP Running Shoes,Sports,Running Shoes,HP,196.72,581,2.6,False
PROD_000097,Canon Garden Tools,Home & Garden,Garden Tools,Canon,177.62,49,2.0,False
PROD_000098,Adidas Fiction Novel,Books,Fiction Novel,Adidas,40.65,633,1.6,True
PROD_000099,Generic Smartphone,Electronics,Smartphone,Generic,316.2,274,4.1,False
PROD_000100,Dell Smartphone,Electronics,Smartphone,Dell,906.15,288,2.0,False
PROD_000101,Samsung Running Shoes,Sports,Running Shoes,Samsung,46.45,565,2.4,False
PROD_000102,Apple Furniture,Home & Garden,Furniture,Apple,213.25,742,3.6,False
PROD_000103,Canon Cycling Helmet,Sports,Cycling Helmet,Canon,174.78,47,4.0,False
PROD_000104,HP Vacuum Cleaner,Home & Garden,Vacuum Cleaner,HP,419.02,449,1.7,False
PROD_000105,Canon Dumbbells,Sports,Dumbbells,Canon,62.54,208,4.4,False
PROD_000106,Apple Smartphone,Electronics,Smartphone,Apple,639.54,331,1.8,False
PROD_000107,Apple Perfume,Beauty,Perfume,Apple,28.56,595,2.2,False
PROD_000108,Generic Cycling Helmet,Sports,Cycling Helmet,Generic,298.17,574,3.7,False
PROD_000109,HP Fiction Novel,Books,Fiction Novel,HP,22.58,15,2.4,False
PROD_000110,Generic Smartwatch,Electronics,Smartwatch,Generic,1420.54,406,1.5,False
PROD_000111,Dell Dumbbells,Sports,Dumbbells,Dell,50.33,650,1.3,False
PROD_000112,Sony Makeup Kit,Beauty,Makeup Kit,Sony,70.54,704,2.2,False
PROD_000113,Canon Moisturizer,Beauty,Moisturizer,Canon,27.7,288,1.6,False
PROD_000114,Nike Yoga Mat,Sports,Yoga Mat,Nike,293.98,919,1.9,False
PROD_000115,Adidas Furniture,Home & Garden,Furniture,Adidas,270.94,389,1.2,False
PROD_000116,HP Textbook,Books,Textbook,HP,11.25,359,3.5,False
PROD_000117,Samsung Hair Dryer,Beauty,Hair Dryer,Samsung,142.94,343,2.5,False
PROD_000118,HP Makeup Kit,Beauty,Makeup Kit,HP,89.4,448,1.9,False
PROD_000119,Nike Fiction Novel,Books,Fiction Novel,Nike,43.79,319,1.4,False
PROD_000120,HP Yoga Mat,Sports,Yoga Mat,HP,215.57,157,3.6,False
PROD_000121,Sony Running Shoes,Sports,Running Shoes,Sony,294.09,739,2.5,False
PROD_000122,HP Sneakers,Clothing,Sneakers,HP,160.47,225,4.5,False
PROD_000123,HP Yoga Mat,Sports,Yoga Mat,HP,95.33,578,1.3,False
PROD_000124,Canon Tennis Racket,Sports,Tennis Racket,Canon,211.18,282,2.3,False
PROD_000125,Samsung Tennis Racket,Sports,Tennis Racket,Samsung,196.88,626,2.0,False
PROD_000126,Adidas Sneakers,Clothing,Sneakers,Adidas,165.2,643,2.2,False
PROD_000127,Canon Moisturizer,Beauty,Moisturizer,Canon,46.48,497,1.1,False
PROD_000128,Sony Tennis Racket,Sports,Tennis Racket,Sony,296.72,214,4.0,False
PROD_000129,Dell Garden Tools,Home & Garden,Garden Tools,Dell,434.69,123,1.3,False
PROD_000130,Dell Tennis Racket,Sports,Tennis Racket,Dell,223.75,443,4.5,False
PROD_000131,Apple Dress,Clothing,Dress,Apple,123.5,453,4.1,False
PROD_000132,Samsung Fiction Novel,Books,Fiction Novel,Samsung,32.74,261,3.8,False
PROD_000133,Adidas Headphones,Electronics,Headphones,Adidas,1212.38,738,2.2,False
PROD_000134,Generic Dress,Clothing,Dress,Generic,78.34,168,2.5,False
PROD_000135,Adidas Running Shoes,Sports,Running Shoes,Adidas,278.84,396,2.0,False
PROD_000136,Generic Tennis Racket,Sports,Tennis Racket,Generic,203.08,43,4.0,False
PROD_000137,HP T-Shirt,Clothing,T-Shirt,HP,49.73,958,1.4,False
PROD_000138,Canon Textbook,Books,Textbook,Canon,23.42,463,2.8,False
PROD_000139,Sony Textbook,Books,Textbook,Sony,13.24,923,2.3,True
PROD_000140,Generic Cycling Helmet,Sports,Cycling Helmet,Generic,31.82,307,2.4,False
PROD_000141,Samsung Cookbook,Books,Cookbook,Samsung,43.06,255,2.7,False
PROD_000142,Nike Coffee Maker,Home & Garden,Coffee Maker,Nike,408.88,720,4.2,False
PROD_000143,HP Makeup Kit,Beauty,Makeup Kit,HP,110.84,528,1.7,False
PROD_000144,Adidas Dumbbells,Sports,Dumbbells,Adidas,227.25,105,1.5,False
PROD_000145,Apple Shampoo,Beauty,Shampoo,Apple,54.95,4,3.4,False
PROD_000146,Dell Laptop,Electronics,Laptop,Dell,1369.07,916,2.2,False
PROD_000147,Sony Children Book,Books,Children Book,Sony,38.9,419,3.9,False
PROD_000148,Sony Smartphone,Electronics,Smartphone,Sony,1563.21,636,4.3,False
PROD_000149,Apple Children Book,Books,Children Book,Apple,12.35,144,4.6,False
PROD_000150,Sony Headphones,Electronics,Headphones,Sony,1788.51,759,4.9,True
PROD_000151,Dell Camera,Electronics,Camera,Dell,1280.37,525,2.4,False
PROD_000152,Nike Cycling Helmet,Sports,Cycling Helmet,Nike,137.26,303,1.1,False
PROD_000153,Generic Kitchenware,Home & Garden,Kitchenware,Generic,26.66,736,4.6,False
PROD_000154,Samsung Fiction Novel,Books,Fiction Novel,Samsung,38.45,769,3.7,True
PROD_000155,HP Perfume,Beauty,Perfume,HP,82.48,179,1.8,False
PROD_000156,HP Furniture,Home & Garden,Furniture,HP,321.84,139,4.4,False
PROD_000157,HP Textbook,Books,Textbook,HP,49.47,629,1.4,False
PROD_000158,Sony Dumbbells,Sports,Dumbbells,Sony,94.3,422,4.3,False
PROD_000159,Apple Yoga Mat,Sports,Yoga Mat,Apple,192.89,814,3.1,False
PROD_000160,Samsung Tennis Racket,Sports,Tennis Racket,Samsung,193.08,500,4.7,False
PROD_000161,HP Running Shoes,Sports,Running Shoes,HP,298.74,294,1.0,False
PROD_000162,HP Dress,Clothing,Dress,HP,179.09,924,4.6,False
PROD_000163,HP Coffee Maker,Home & Garden,Coffee Maker,HP,230.92,159,2.5,False
PROD_000164,Apple Children Book,Books,Children Book,Apple,15.92,690,3.0,False
PROD_000165,Apple Tennis Racket,Sports,Tennis Racket,Apple,147.42,603,3.2,False
PROD_000166,HP Garden Tools,Home & Garden,Garden Tools,HP,193.52,59,4.9,False
PROD_000167,Adidas Textbook,Books,Textbook,Adidas,12.57,612,1.0,False
PROD_000168,Adidas Camera,Electronics,Camera,Adidas,152.82,905,4.7,False
PROD_000169,Dell Garden Tools,Home & Garden,Garden Tools,Dell,455.03,16,4.4,False
PROD_000170,Dell Camera,Electronics,Camera,Dell,633.39,344,4.9,True
PROD_000171,Generic Hair Dryer,Beauty,Hair Dryer,Generic,60.87,100,4.2,False
PROD_000172,Nike Skincare Set,Beauty,Skincare Set,Nike,42.65,490,4.6,False
PROD_000173,Samsung Bedding,Home & Garden,Bedding,Samsung,26.82,857,2.6,False
PROD_000174,Nike T-Shirt,Clothing,T-Shirt,Nike,76.22,521,1.4,False
PROD_000175,HP Kitchenware,Home & Garden,Kitchenware,HP,94.94,429,3.5,False
PROD_000176,Generic Smartwatch,Electronics,Smartwatch,Generic,1587.55,316,1.2,False
PROD_000177,Apple Shampoo,Beauty,Shampoo,Apple,59.66,473,3.2,False
PROD_000178,Canon Shampoo,Beauty,Shampoo,Canon,146.27,996,3.7,False
PROD_000179,Generic Soccer Ball,Sports,Soccer Ball,Generic,75.14,91,2.9,False
PROD_000180,Apple Kitchenware,Home & Garden,Kitchenware,Apple,91.37,959,4.7,False
PROD_000181,Apple Shampoo,Beauty,Shampoo,Apple,67.08,856,3.9,False
PROD_000182,Generic Moisturizer,Beauty,Moisturizer,Generic,145.68,767,3.3,False
PROD_000183,Generic Shampoo,Beauty,Shampoo,Generic,100.71,538,1.9,False
PROD_000184,Adidas Smartphone,Electronics,Smartphone,Adidas,1616.1,409,2.3,False
PROD_000185,Adidas Laptop,Electronics,Laptop,Adidas,745.97,571,2.7,False
PROD_000186,Sony Textbook,Books,Textbook,Sony,17.3,574,1.1,True
PROD_000187,Dell Furniture,Home & Garden,Furniture,Dell,174.6,90,3.5,False
PROD_000188,Dell Jacket,Clothing,Jacket,Dell,83.38,758,1.4,False
PROD_000189,Generic Sneakers,Clothing,Sneakers,Generic,108.8,225,2.8,False
PROD_000190,Samsung Smartphone,Electronics,Smartphone,Samsung,402.03,922,2.0,True
PROD_000191,Dell Soccer Ball,Sports,Soccer Ball,Dell,33.77,933,2.0,False
PROD_000192,Dell Yoga Mat,Sports,Yoga Mat,Dell,286.13,109,3.9,False
PROD_000193,Apple Dumbbells,Sports,Dumbbells,Apple,264.88,373,4.3,False
PROD_000194,Adidas Tablet,Electronics,Tablet,Adidas,1781.53,995,2.2,False
PROD_000195,HP Camera,Electronics,Camera,HP,1225.2,241,4.7,False
PROD_000196,Samsung Perfume,Beauty,Perfume,Samsung,13.4,161,2.3,False
PROD_000197,Generic Smartphone,Electronics,Smartphone,Generic,1832.86,326,2.9,False
PROD_000198,Apple Skincare Set,Beauty,Skincare Set,Apple,138.35,711,4.3,False
PROD_000199,Adidas Camera,Electronics,Camera,Adidas,1303.76,83,3.2,False
PROD_000200,Sony Running Shoes,Sports,Running Shoes,Sony,201.06,871,5.0,False
PROD_000201,Apple Kitchenware,Home & Garden,Kitchenware,Apple,349.38,540,3.2,False
PROD_000202,Dell Skincare Set,Beauty,Skincare Set,Dell,135.92,986,3.1,False
PROD_000203,Generic Perfume,Beauty,Perfume,Generic,98.08,814,1.6,False
PROD_000204,Apple Kitchenware,Home & Garden,Kitchenware,Apple,362.19,610,3.3,False
PROD_000205,Apple Coffee Maker,Home & Garden,Coffee Maker,Apple,176.54,921,2.6,False
PROD_000206,Samsung Moisturizer,Beauty,Moisturizer,Samsung,133.98,955,1.3,False
PROD_000207,Adidas Biography,Books,Biography,Adidas,44.6,20,3.3,False
PROD_000208,Dell Hair Dryer,Beauty,Hair Dryer,Dell,17.09,283,1.2,False
PROD_000209,Canon Children Book,Books,Children Book,Canon,47.03,609,2.9,True
PROD_000210,HP Cookbook,Books,Cookbook,HP,28.74,868,4.4,False
PROD_000211,Generic Children Book,Books,Children Book,Generic,12.73,607,2.2,False
PROD_000212,Apple Fiction Novel,Books,Fiction Novel,Apple,15.54,844,2.4,True
PROD_000213,HP Bedding,Home & Garden,Bedding,HP,81.22,121,3.6,False
PROD_000214,Nike Kitchenware,Home & Garden,Kitchenware,Nike,470.43,248,4.1,False
PROD_000215,Canon Jacket,Clothing,Jacket,Canon,163.59,182,1.9,False
PROD_000216,Samsung Sneakers,Clothing,Sneakers,Samsung,39.54,256,2.4,False
PROD_000217,Canon Fiction Novel,Books,Fiction Novel,Canon,16.29,987,4.3,False
PROD_000218,Samsung Furniture,Home & Garden,Furniture,Samsung,410.92,367,3.6,False
PROD_000219,Sony Skincare Set,Beauty,Skincare Set,Sony,86.48,125,1.2,False
PROD_000220,Samsung Skincare Set,Beauty,Skincare Set,Samsung,135.94,134,3.8,False
PROD_000221,Apple Tablet,Electronics,Tablet,Apple,169.15,985,3.4,True
PROD_000222,Nike Fiction Novel,Books,Fiction Novel,Nike,46.55,325,4.4,True
PROD_000223,Dell Yoga Mat,Sports,Yoga Mat,Dell,44.72,230,4.9,False
PROD_000224,Samsung Dress,Clothing,Dress,Samsung,153.71,748,4.7,False
PROD_000225,Dell Jeans,Clothing,Jeans,Dell,150.41,489,2.1,False
PROD_000226,Nike Hair Dryer,Beauty,Hair Dryer,Nike,149.01,600,4.6,False
PROD_000227,Nike Perfume,Beauty,Perfume,Nike,96.84,259,1.3,False
PROD_000228,Dell Self-Help,Books,Self-Help,Dell,42.12,83,2.8,False
PROD_000229,Generic Laptop,Electronics,Laptop,Generic,1888.97,309,1.4,False
PROD_000230,Samsung Coffee Maker,Home & Garden,Coffee Maker,Samsung,384.53,100,3.9,False
PROD_000231,Adidas Jacket,Clothing,Jacket,Adidas,196.15,811,1.9,False
PROD_000232,Sony Hair Dryer,Beauty,Hair Dryer,Sony,84.3,50,1.3,False
PROD_000233,Nike Kitchenware,Home & Garden,Kitchenware,Nike,84.73,735,1.6,False
PROD_000234,Sony Furniture,Home & Garden,Furniture,Sony,345.05,700,2.9,False
PROD_000235,Generic Dumbbells,Sports,Dumbbells,Generic,40.0,236,1.9,False
PROD_000236,Samsung Textbook,Books,Textbook,Samsung,24.9,707,1.1,False
PROD_000237,Adidas T-Shirt,Clothing,T-Shirt,Adidas,195.59,962,4.0,False
PROD_000238,Canon Tennis Racket,Sports,Tennis Racket,Canon,117.17,650,4.2,False
PROD_000239,Canon Dumbbells,Sports,Dumbbells,Canon,293.81,883,2.9,False
PROD_000240,Sony Smartphone,Electronics,Smartphone,Sony,1181.95,864,3.8,False
PROD_000241,HP Textbook,Books,Textbook,HP,37.32,536,4.5,True
PROD_000242,Canon Laptop,Electronics,Laptop,Canon,760.56,339,1.9,False
PROD_000243,Sony Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Sony,421.73,465,2.1,False
PROD_000244,Canon T-Shirt,Clothing,T-Shirt,Canon,136.19,511,3.2,False
PROD_000245,Samsung Skincare Set,Beauty,Skincare Set,Samsung,76.64,999,4.6,False
PROD_000246,HP Dress,Clothing,Dress,HP,133.02,693,3.1,False
PROD_000247,Nike Makeup Kit,Beauty,Makeup Kit,Nike,13.94,107,3.3,False
PROD_000248,HP Laptop,Electronics,Laptop,HP,1629.65,615,1.2,False
PROD_000249,Apple Hair Dryer,Beauty,Hair Dryer,Apple,92.32,705,3.1,False
PROD_000250,HP Cycling Helmet,Sports,Cycling Helmet,HP,90.67,413,1.3,False
PROD_000251,Apple Running Shoes,Sports,Running Shoes,Apple,140.42,564,3.4,False
PROD_000252,Nike Headphones,Electronics,Headphones,Nike,1239.72,192,3.3,True
PROD_000253,HP Biography,Books,Biography,HP,29.75,943,4.0,True
PROD_000254,Adidas Moisturizer,Beauty,Moisturizer,Adidas,81.1,445,1.7,False
PROD_000255,Canon Cookbook,Books,Cookbook,Canon,44.0,522,2.5,True
PROD_000256,Nike Smartphone,Electronics,Smartphone,Nike,268.32,292,4.0,False
PROD_000257,Nike Skincare Set,Beauty,Skincare Set,Nike,49.3,382,2.7,False
PROD_000258,Apple Dress,Clothing,Dress,Apple,115.55,42,4.2,False
PROD_000259,Samsung Soccer Ball,Sports,Soccer Ball,Samsung,215.51,691,1.5,False
PROD_000260,Dell Shampoo,Beauty,Shampoo,Dell,86.37,351,2.6,False
PROD_000261,Apple Garden Tools,Home & Garden,Garden Tools,Apple,249.25,328,1.3,False
PROD_000262,Dell Smartphone,Electronics,Smartphone,Dell,1733.06,511,1.9,False
PROD_000263,Nike Furniture,Home & Garden,Furniture,Nike,289.58,799,3.7,False
PROD_000264,Generic Laptop,Electronics,Laptop,Generic,1929.46,319,2.7,False
PROD_000265,Dell Vacuum Cleaner,Home & Garden,Vacuum Cleaner,Dell,150.95,57,1.2,False
PROD_000266,Samsung Dress,Clothing,Dress,Samsung,37.59,801,1.4,False
PROD_000267,Apple Coffee Maker,Home & Garden,Coffee Maker,Apple,348.48,913,1.9,False
PROD_000268,Generic Kitchenware,Home & Garden,Kitchenware,Generic,111.67,842,1.1,False
PROD_000269,Canon Shampoo,Beauty,Shampoo,Canon,30.02,622,3.6,False
PROD_000270,Adidas Coffee Maker,Home & Garden,Coffee Maker,Adidas,463.63,486,2.8,False
PROD_000271,Canon Skincare Set,Beauty,Skincare Set,Canon,67.44,30,1.7,False
PROD_000272,Samsung Hair Dryer,Beauty,Hair Dryer,Samsung,40.71,571,3.2,False
PROD_000273,Generic Hair Dryer,Beauty,Hair Dryer,Generic,17.61,659,2.7,False
PROD_000274,Samsung Moisturizer,Beauty,Moisturizer,Samsung,56.75,853,2.4,False
PROD_000275,Samsung Smartphone,Electronics,Smartphone,Samsung,313.39,461,1.0,False
PROD_000276,Adidas Jeans,Clothing,Jeans,Adidas,63.99,591,1.5,False
PROD_000277,Samsung Cycling Helmet,Sports,Cycling Helmet,Samsung,287.55,996,2.6,False
PROD_000278,Canon Moisturizer,Beauty,Moisturizer,Canon,84.36,482,2.4,False
PROD_000279,Apple Hair Dryer,Beauty,Hair Dryer,Apple,19.66,836,4.9,False
PROD_000280,Dell Biography,Books,Biography,Dell,26.55,178,4.9,False
PROD_000281,HP T-Shirt,Clothing,T-Shirt,HP,109.69,718,2.6,False
PROD_000282,Samsung Kitchenware,Home & Garden,Kitchenware,Samsung,471.11,125,1.0,False
PROD_000283,Sony Perfume,Beauty,Perfume,Sony,126.61,240,4.3,False
PROD_000284,Sony Self-Help,Books,Self-Help,Sony,45.2,285,4.0,True
PROD_000285,Nike Cycling Helmet,Sports,Cycling Helmet,Nike,119.21,973,4.7,False
PROD_000286,Dell Cookbook,Books,Cookbook,Dell,25.57,824,1.8,True
PROD_000287,Sony Fiction Novel,Books,Fiction Novel,Sony,44.94,729,2.7,True
PROD_000288,Samsung Textbook,Books,Textbook,Samsung,46.36,225,4.7,False
PROD_000289,Generic Furniture,Home & Garden,Furniture,Generic,418.48,903,3.8,False
PROD_000290,Dell Textbook,Books,Textbook,Dell,46.17,152,2.6,False
PROD_000291,Nike Running Shoes,Sports,Running Shoes,Nike,99.71,450,3.5,False
PROD_000292,Samsung Yoga Mat,Sports,Yoga Mat,Samsung,139.2,412,2.4,False
PROD_000293,Adidas T-Shirt,Clothing,T-Shirt,Adidas,98.91,151,4.5,False
PROD_000294,HP Skincare Set,Beauty,Skincare Set,HP,121.85,221,3.1,False
PROD_000295,Nike Dumbbells,Sports,Dumbbells,Nike,114.23,268,1.3,False
PROD_000296,Apple Sweater,Clothing,Sweater,Apple,84.54,331,5.0,False
PROD_000297,Sony Jacket,Clothing,Jacket,Sony,186.61,746,5.0,False
PROD_000298,Canon Children Book,Books,Children Book,Canon,12.33,980,2.9,False
PROD_000299,Canon Biography,Books,Biography,Canon,28.62,883,2.2,False
PROD_000300,Sony Tablet,Electronics,Tablet,Sony,137.58,815,4.4,False
PROD_000301,Apple Coffee Maker,Home & Garden,Coffee Maker,Apple,130.46,915,1.6,False
PROD_000302,Apple Soccer Ball,Sports,Soccer Ball,Apple,299.91,476,4.1,False
PROD_000303,Canon Dumbbells,Sports,Dumbbells,Canon,18.69,436,2.3,False
PROD_000304,Apple Kitchenware,Home & Garden,Kitchenware,Apple,158.42,522,1.5,False
PROD_000305,HP Makeup Kit,Beauty,Makeup Kit,HP,93.81,557,3.4,False
PROD_000306,Canon Textbook,Books,Textbook,Canon,18.17,983,1.6,True
PROD_000307,HP Soccer Ball,Sports,Soccer Ball,HP,205.24,243,3.7,False
PROD_000308,Dell Sneakers,Clothing,Sneakers,Dell,53.88,968,2.5,False
PROD_000309,Generic Garden Tools,Home & Garden,Garden Tools,Generic,231.2,739,1.9,False
PROD_000310,HP Coffee Maker,Home & Garden,Coffee Maker,HP,102.72,149,1.2,False
PROD_000311,Sony Jeans,Clothing,Jeans,Sony,42.44,642,1.2,False
PROD_000312,Generic Makeup Kit,Beauty,Makeup Kit,Generic,138.67,823,3.2,False
PROD_000313,Sony T-Shirt,Clothing,T-Shirt,Sony,86.98,27,4.5,False
PROD_000314,Generic Laptop,Electronics,Laptop,Generic,1697.8,655,4.4,False
PROD_000315,Sony Textbook,Books,Textbook,Sony,36.02,750,1.5,False
PROD_000316,Sony Furniture,Home & Garden,Furniture,Sony,52.78,533,4.0,False
PROD_000317,Samsung Bedding,Home & Garden,Bedding,Samsung,481.4,776,2.7,False
